OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
72162,222920408,10/19/2022 1:44:23 PM,10/18/2022 5:00:00 PM,10/19/2022 1:00:00 PM,Tuesday,3,2,202,3944 POWERS FERRY RD NW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.391181,33.862535,Chastain Park,A,8,Part I,1,563b83ce-26ac-4695-a962-4db611e77015,-84.391181,33.862535
72163,222920408,10/19/2022 1:44:23 PM,10/18/2022 5:00:00 PM,10/19/2022 1:00:00 PM,Tuesday,3,2,202,3944 POWERS FERRY RD NW,Residence/ Home / Apartment / Condo,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Day Watch,-84.391181,33.862535,Chastain Park,A,8,Part II,1,140db077-8c47-4e2c-9fb9-b4396a94244f,-84.391181,33.862535
72164,222920777,10/19/2022 4:34:02 PM,10/16/2022 11:00:00 PM,10/19/2022 4:34:00 PM,Sunday,1,2,206,530 E PACES FERRY RD NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.371045,33.838817,Buckhead Village,B,7,Part II,1,e0d46741-e509-46b9-ae7a-2c79e934ce05,-84.371045,33.8388170000001
72165,222920782,10/19/2022 5:16:58 PM,10/19/2022 2:45:00 AM,10/19/2022 4:04:00 PM,Tuesday,3,6,608,437 MORELAND AVE NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.348921,33.766323,Candler Park,N,2,Part I,1,9b86bb63-ce18-4d93-b8da-1fffbf4144b1,-84.348921,33.7663230000001
72166,222920969,10/19/2022 7:51:37 PM,10/19/2022 4:00:00 PM,10/19/2022 5:00:00 PM,Wednesday,4,6,612,870 CLIFTON RD SE,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.329702,33.730528,East Atlanta,W,5,Part I,1,5af2972b-eb97-437c-ac0c-4dffce88debb,-84.3297019999999,33.730528
72167,222921030,10/19/2022 9:05:29 PM,10/19/2022 6:00:00 PM,10/19/2022 10:40:00 PM,Wednesday,4,4,407,510 FAIRBURN RD SW,Service/ Gas Station,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.509636,33.738478,Fairburn Mays,H,10,Part I,1,cf7171e0-c14d-4109-9d6f-4cfaae6f2258,-84.5096359999999,33.738478
72168,222921813,10/20/2022 2:18:52 AM,10/20/2022 1:45:00 AM,10/20/2022 3:33:00 AM,Wednesday,4,1,111,3665 MARTIN L KING JR DR NW,Convenience Store,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.507913,33.762482,Adamsville,H,10,Part II,,8dc42626-3744-443a-97a9-79bf5e7010b9,-84.507913,33.762482
72169,222921824,10/25/2022 4:36:31 PM,10/20/2022 1:52:00 AM,10/20/2022 2:05:00 AM,Wednesday,4,6,609,1261 MEMORIAL DR SE,Other/Unknown,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.346409,33.747467,Edgewood,O,5,Part II,,7e60ef1a-286d-4b19-b8a0-3e21f8d387f0,-84.3464089999999,33.747467
72170,222921855,10/20/2022 5:01:20 AM,10/19/2022 11:00:00 PM,10/20/2022 3:00:00 AM,Wednesday,4,5,501,711 10TH ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.411693,33.781833,Home Park,E,3,Part I,1,b5549bc7-3c02-40fe-8f02-b08e57e2d46f,-84.411693,33.7818330000001
72171,222921856,10/20/2022 8:25:00 AM,10/20/2022 2:05:00 AM,10/20/2022 2:55:00 AM,Wednesday,4,4,401,516 LEE ST SW,Commercial/ Office Building,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.413515,33.740871,West End,T,4,Part I,,796aa8a7-da97-47f9-848f-7c1c8cd39c4a,-84.413515,33.740871
72172,222921917,10/20/2022 5:40:32 AM,10/19/2022 4:00:00 AM,10/19/2022 4:10:00 AM,Wednesday,4,3,301,1388 ATHENS AVE SW,Highway/ Road/ Alley/ Street/ Sidewalk,11D,Fondling,PERSON,N,,,Morning Watch,-84.408769,33.716946,Capitol View,X,12,Part II,1,212c20f2-26af-4ee0-9549-3c48e3cc2a30,-84.4087689999999,33.7169460000001
72173,222921943,10/20/2022 5:53:36 AM,10/20/2022 3:10:00 AM,10/20/2022 3:18:00 AM,Wednesday,4,5,504,800 MARIETTA ST NW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.405765,33.773813,Marietta Street Artery,E,3,Part I,1,6aa4e431-46a8-40c4-8f32-388fbc085e3d,-84.405765,33.7738130000001
72174,222921956,10/20/2022 11:10:27 AM,10/19/2022 9:43:00 PM,10/20/2022 3:31:00 AM,Wednesday,4,5,504,935 MARIETTA ST NW,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.408855,33.778168,Marietta Street Artery,E,3,Part II,3,30ce8862-fe6f-4021-87b6-9f51605d9a99,-84.408855,33.7781680000001
72175,222925046,10/19/2022 3:33:01 PM,10/18/2022 12:50:00 AM,10/19/2022 12:50:00 AM,Monday,2,1,113,1212 JAMES JACKSON PKWY NW,Bank - Savings and Loan,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.477129,33.790311,Monroe Heights,G,9,Part II,1,06afb384-2305-40e4-bd5c-90192588c80c,-84.4771289999999,33.790311
72176,222925047,10/19/2022 3:33:06 PM,10/18/2022 1:51:00 PM,10/18/2022 2:57:00 PM,Tuesday,3,1,103,2429 BOLTON RD NW,Grocery/ Supermarket,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Day Watch,-84.455174,33.820634,Bolton,D,9,Part II,1,cba17de9-1e8f-4862-bdc8-5078a352a4e4,-84.4551739999999,33.820634
72177,222930015,10/20/2022 8:17:02 AM,10/20/2022 3:50:00 AM,10/20/2022 4:05:00 AM,Wednesday,4,5,501,365 14TH ST NW,Restaurant,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.399091,33.786526,Home Park,E,3,Part I,1,9744cb38-a297-4007-8996-d018e2a93aea,-84.3990909999999,33.786526
72178,222930204,10/20/2022 7:46:37 AM,10/20/2022 4:30:00 AM,10/20/2022 6:50:00 AM,Thursday,5,2,204,1778 ELLSWORTH INDUSTRIAL BLVD NW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.427443,33.803602,Underwood Hills,D,9,Part II,4,55c5c70a-07f2-421b-aeec-c0584c57a049,-84.427443,33.8036020000001
72179,222930211,10/20/2022 7:21:36 AM,10/20/2022 6:00:00 AM,10/20/2022 7:00:00 AM,Thursday,5,2,206,248 PHARR RD NE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.379206,33.837363,Buckhead Village,B,7,Part I,1,28c0bc40-ee95-45c1-9421-31ae9192fbd5,-84.379206,33.837363
72180,222930370,10/20/2022 4:29:53 PM,10/19/2022 12:20:00 PM,10/19/2022 12:30:00 PM,Wednesday,4,5,508,84 WALTON ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.391233,33.756689,Downtown,M,2,Part I,1,c3eb9adf-29b2-4063-b6ca-1ceafa4a77ae,-84.3912329999999,33.7566890000001
72181,222930396,10/20/2022 12:33:41 PM,10/19/2022 11:30:00 PM,10/20/2022 12:48:00 PM,Wednesday,4,4,410,2850 CAMPBELLTON RD SW,Department/ Discount/ Store,23G,Theft of Motor Vehicle Parts or Accessories,PROPERTY,N,,,Evening Watch,-84.481174,33.698623,Campbellton Road,R,11,Part I,,464f1513-1322-4bce-9b0d-15441f36746d,-84.481174,33.6986230000001
72182,222930456,10/20/2022 1:43:28 PM,10/20/2022 12:00:00 AM,10/20/2022 12:30:00 PM,Wednesday,4,2,207,464 BISHOP ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.403196,33.792489,Loring Heights,E,8,Part I,2,d6135d44-6059-4cd3-9ab0-973f528800dd,-84.403196,33.792489
72183,222930554,10/20/2022 5:27:00 PM,10/20/2022 1:24:00 PM,10/20/2022 1:24:00 PM,Thursday,5,5,502,1300 SPRING ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.389139,33.791043,Midtown,E,2,Part I,1,dbdcf1e5-eeba-4039-837b-b839c54c922c,-84.3891389999999,33.7910430000001
72184,222930604,10/20/2022 2:25:55 PM,10/20/2022 1:20:00 AM,10/20/2022 1:20:00 AM,Wednesday,4,3,302,385 ARTHUR ST SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.400562,33.72824,Pittsburgh,V,12,Part I,1,f49af6af-7863-4e7f-ae96-48bcd2a8e874,-84.400562,33.72824
72185,222930620,10/20/2022 3:26:48 PM,10/20/2022 1:30:00 PM,10/20/2022 2:00:00 PM,Thursday,5,6,602,49 KROG ST NE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.363967,33.755386,Inman Park,N,2,Part I,1,48e61376-66db-4d4e-a4c6-205f4acc58af,-84.3639669999999,33.755386
72186,222930680,10/20/2022 3:58:55 PM,10/19/2022 11:30:00 PM,10/19/2022 11:45:00 PM,Wednesday,4,5,509,226 COURTLAND ST NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.384259,33.760565,Downtown,M,5,Part I,1,927a62bb-0828-425e-97fa-93f61e7039dd,-84.384259,33.760565
72187,222930790,10/20/2022 4:00:26 PM,10/20/2022 12:00:00 PM,10/20/2022 7:26:00 PM,Thursday,5,5,509,600 PEACHTREE ST NE,Bank - Savings and Loan,250,Counterfeiting/Forgery,PROPERTY,N,,,Day Watch,-84.386862,33.770629,Downtown,M,2,Part II,1,53a4c7e2-1c6a-4572-a1d0-2d31c511bd72,-84.386862,33.770629
72188,222931069,10/20/2022 10:59:00 PM,10/20/2022 6:51:00 PM,10/20/2022 8:45:00 PM,Thursday,5,5,507,HAYNES ST SW / WALKER ST SW,Parking/ Drop Lot/ Garage,35B,Drug Equipment Violations,SOCIETY,N,,,Evening Watch,-84.400924,33.750208,Castleberry Hill,M,4,Part II,,3bae03ef-64c7-43d9-bf3c-d174b9a6158c,-84.400924,33.750208
72189,222931202,10/20/2022 9:00:31 PM,10/1/2022 2:00:00 AM,10/1/2002 4:01:00 AM,Friday,6,5,507,210 PETERS ST SW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.400207,33.748623,Castleberry Hill,M,4,Part II,,7c4ff180-8338-417b-abf9-c717c16abe63,-84.400207,33.7486230000001
72190,222931248,10/20/2022 10:25:48 PM,10/19/2022 10:00:00 PM,10/20/2022 9:45:00 PM,Wednesday,4,4,403,1193 OAKLAND LN SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Evening Watch,-84.427201,33.719624,Oakland City,S,4,Part I,1,69ff09e9-2de8-4f1c-9ed6-58f783e0bfe5,-84.427201,33.7196240000001
72191,222931357,10/20/2022 11:06:37 PM,10/19/2022 3:00:00 PM,10/20/2022 9:12:00 PM,Wednesday,4,2,207,1968 PEACHTREE RD NW,Parking/ Drop Lot/ Garage,23D,Theft From Building,PROPERTY,N,,,Day Watch,-84.395102,33.80881,,E,8,Part I,1,8f8ac16c-792f-42cf-8395-b5baa7238f3e,-84.395102,33.8088100000001
72192,222931409,10/20/2022 10:08:17 PM,10/20/2022 2:30:00 PM,10/20/2022 9:30:00 PM,Thursday,5,5,510,140 JOHN WESLEY DOBBS AVE NE,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.382996,33.757157,Downtown,M,5,Part I,,c61e092b-089e-4d07-a8e9-232db096260a,-84.3829959999999,33.7571570000001
72193,222931434,10/20/2022 10:16:14 PM,10/20/2022 9:45:00 PM,10/20/2022 10:16:00 PM,Thursday,5,3,303,401 WINDSOR ST SW,Commercial/ Office Building,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.398998,33.743406,Mechanicsville,V,4,Part II,,accb4776-2d7e-4e62-960a-67fdeaec7017,-84.3989979999999,33.743406
72194,222931522,10/21/2022 12:03:58 AM,10/20/2022 2:00:00 AM,10/20/2022 11:45:00 PM,Wednesday,4,4,414,3540 N CAMP CREEK PKWY SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.506032,33.670306,,P,11,Part I,,3ba62ae0-1fe6-48fa-bb1c-13b32c24f602,-84.5060319999999,33.670306
72195,222931578,10/21/2022 12:12:22 AM,10/16/2022 5:00:00 AM,10/16/2022 6:00:00 AM,Sunday,1,2,206,30 IRBY AVE NW,Bar/ Nightclub,11D,Fondling,PERSON,N,,,Morning Watch,-84.380347,33.840998,South Tuxedo Park,B,8,Part II,1,71374cdb-45ef-435e-83b5-1292c8dc3001,-84.380347,33.8409980000001
72196,222931592,10/20/2022 11:13:56 PM,10/20/2022 10:55:00 PM,10/20/2022 11:14:00 PM,Thursday,5,5,510,210 AUBURN AVE NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.380808,33.75568,Downtown,M,5,Part II,,26674839-2969-4fec-a307-04f1da9e6748,-84.3808079999999,33.75568
72197,222931651,10/21/2022 1:21:56 AM,10/20/2022 11:30:00 PM,10/21/2022 12:30:00 AM,Thursday,5,3,312,470 MACEDONIA RD SE,Residence/ Home / Apartment / Condo,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.374493,33.663948,Orchard Knob,Z,12,Part II,,04a26c25-0345-49fd-9b5a-a1fcafa4f791,-84.374493,33.6639480000001
72198,222931656,10/21/2022 12:14:46 AM,10/20/2022 11:18:00 PM,10/21/2022 12:14:00 AM,Thursday,5,1,101,165 BAILEY ST SW,Commercial/ Office Building,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.405361,33.750872,Atlanta University Center,T,3,Part I,,1f5f2cc3-8e7e-40cd-8682-3518d916eb11,-84.405361,33.7508720000001
72199,222931769,10/21/2022 1:54:52 AM,10/21/2022 12:00:00 AM,10/21/2022 12:15:00 AM,Thursday,5,2,202,1313 W PACES FERRY RD NW,Service/ Gas Station,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.430485,33.849331,Randall Mill,A,8,Part I,1,3ac0d433-25f6-4d23-9b63-68044df98d3f,-84.430485,33.8493310000001
72200,222931956,10/21/2022 2:45:08 AM,10/21/2022 2:51:00 AM,10/21/2022 2:51:00 AM,Thursday,5,1,111,3665 MARTIN L KING JR DR NW,Service/ Gas Station,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.507913,33.762482,Adamsville,H,10,Part II,,080e79ff-34a6-4489-ba76-edf20e35eccd,-84.507913,33.762482
72201,222931989,10/21/2022 3:40:16 AM,10/21/2022 1:30:00 AM,10/21/2022 2:30:00 AM,Thursday,5,6,605,790 GLENWOOD AVE SE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.362123,33.740728,Grant Park,W,1,Part I,1,64a01463-d903-4646-a7eb-e094fcad8c52,-84.3621229999999,33.740728
72202,222932097,10/21/2022 4:48:44 AM,10/21/2022 5:29:00 AM,10/21/2022 5:29:00 AM,Friday,6,1,113,1212 JAMES JACKSON PKWY NW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.477455,33.789177,Monroe Heights,G,9,Part I,1,986ffa2e-f501-40b1-94f0-0128422d2db1,-84.477455,33.7891770000001
72203,222935008,10/20/2022 11:02:38 AM,4/11/2018 6:20:00 PM,10/19/2022 6:20:00 PM,Wednesday,4,2,211,2175 PIEDMONT RD NE,Rental Storage Facility,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.366317,33.817155,Lindridge/Martin Manor,F,6,Part II,1,2edcb2d1-d2a4-4132-8c69-98d16e9d8796,-84.366317,33.8171550000001
72204,222935009,10/20/2022 12:42:52 PM,10/19/2022 7:40:00 PM,10/19/2022 7:40:00 PM,Wednesday,4,4,403,1526 MAYFLOWER AVE SW,Residence/ Home / Apartment / Condo,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.43797,33.726913,Cascade Avenue/Road,S,4,Part II,1,7a590f38-f567-410b-bed6-c3015388699c,-84.43797,33.726913
72205,222935010,10/20/2022 12:42:57 PM,8/19/2021 8:00:00 PM,11/19/2021 8:00:00 PM,Thursday,5,2,207,499 NORTHSIDE CIR NW,Residence/ Home / Apartment / Condo,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.405885,33.798155,Loring Heights,E,8,Part II,1,36bf5449-9b7a-4377-be5c-6d09bbdf6993,-84.405885,33.7981550000001
72206,222935017,10/20/2022 1:32:38 PM,8/2/2022 1:15:00 AM,10/11/2022 1:15:00 AM,Monday,2,2,207,306 HASCALL RD NW,Cyberspace,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.397969,33.796936,Loring Heights,E,8,Part II,1,afe94ca4-d92f-4579-bc92-cd69b8afe58e,-84.397969,33.7969360000001
72207,222935029,10/20/2022 4:13:17 PM,6/8/2022 7:41:00 PM,6/8/2022 7:50:00 PM,Wednesday,4,2,206,3020 PEACHTREE RD NW,Bank - Savings and Loan,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.381993,33.837398,Peachtree Heights West,B,8,Part II,,f7b0b5f6-529b-44ac-95a2-13d4beb65270,-84.381993,33.8373980000001
72208,222940037,10/21/2022 4:48:24 AM,10/21/2022 4:17:00 AM,10/21/2022 4:48:00 AM,Friday,6,6,612,I 20 EB EXPY SE / MAYNARD TER SE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Morning Watch,-84.334364,33.744553,East Atlanta,W,5,Part II,,05c06632-16fc-4288-aaea-0cf0359996b0,-84.3343639999999,33.7445530000001
72209,222940075,10/21/2022 7:51:50 AM,10/21/2022 4:28:00 AM,10/21/2022 4:32:00 AM,Friday,6,4,409,3090 CAMPBELLTON RD SW,Service/ Gas Station,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.489032,33.693382,Southwest,R,11,Part I,1,ef30ae3b-656e-4381-ad97-bae7f4d8a10d,-84.489032,33.693382
72210,222940204,10/21/2022 8:05:11 AM,10/21/2022 6:04:00 AM,10/21/2022 8:05:00 AM,Friday,6,6,608,777 BRIARCLIFF RD NE,Highway/ Road/ Alley/ Street/ Sidewalk,280,Stolen Property Offenses,PROPERTY,N,,,Morning Watch,-84.348076,33.775338,Druid Hills,N,6,Part II,,ec1126bf-c333-4d15-97d4-bd1801504f17,-84.3480759999999,33.775338
72211,222940415,10/21/2022 10:33:58 AM,10/21/2022 4:01:00 AM,10/21/2022 9:00:00 AM,Friday,6,1,102,112 VINE ST NW,Residence/ Home / Apartment / Condo,23G,Theft of Motor Vehicle Parts or Accessories,PROPERTY,N,,,Morning Watch,-84.408009,33.757684,Vine City,L,3,Part I,1,4686d598-b86c-4ac7-b425-2a50d71be598,-84.4080089999999,33.757684
72212,222940552,10/21/2022 12:51:12 PM,10/21/2022 7:00:00 AM,10/21/2022 9:45:00 AM,Friday,6,3,309,2611 SPRINGDALE RD SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.415678,33.683277,Perkerson,X,12,Part I,1,22ac0899-3b1c-4f0f-9a66-4c00c1a83b4f,-84.415678,33.683277
72213,222940567,10/21/2022 1:46:39 PM,10/21/2022 12:22:00 PM,10/21/2022 1:15:00 PM,Friday,6,1,102,835 MARTIN L KING JR DR NW,Grocery/ Supermarket,23C,Shoplifting,PROPERTY,N,,,Day Watch,-84.414571,33.755037,Vine City,L,3,Part I,1,32b9f46d-c31e-4852-a0ed-ac11ba435180,-84.414571,33.7550370000001
72214,222940632,10/21/2022 2:38:12 PM,10/21/2022 3:15:00 PM,10/21/2022 3:15:00 PM,Friday,6,5,501,1236 BARNES ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.394639,33.788585,Home Park,E,3,Part II,1,6d210fd5-8ccc-4f5e-adb7-9c1771f165ce,-84.394639,33.7885850000001
72215,222940760,10/21/2022 4:18:26 PM,10/21/2022 1:00:00 AM,10/21/2022 2:00:00 PM,Thursday,5,5,509,207 PEACHTREE CENTER AVE NE,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.385984,33.760038,Downtown,M,5,Part II,6,a9962c40-e09f-4753-be5b-f9c082e0c9ba,-84.385984,33.7600380000001
72216,222940776,10/21/2022 3:42:46 PM,10/21/2022 12:00:00 AM,10/21/2022 7:00:00 AM,Thursday,5,5,505,740 W PEACHTREE ST NW,Commercial/ Office Building,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.387642,33.774928,Midtown,E,2,Part I,1,f060d387-9b59-4fae-a906-4583ea2ee6c7,-84.387642,33.774928
72217,222940859,10/21/2022 4:56:11 PM,10/21/2022 3:00:00 PM,10/21/2022 4:45:00 PM,Friday,6,3,310,2145 NELMS DR SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Day Watch,-84.400979,33.695914,Polar Rock,Z,12,Part II,1,f2802376-9c27-463a-83d2-afeb88df2aba,-84.4009789999999,33.6959140000001
72218,222941003,10/21/2022 8:01:53 PM,10/17/2022 3:00:00 PM,10/20/2022 7:00:00 PM,Monday,2,5,507,285 CASTLEBERRY HILL WALK SW,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.401624,33.746344,Castleberry Hill,M,4,Part I,1,faf110ac-6b9c-4862-a09f-e3857fe3742c,-84.401624,33.7463440000001
72219,222941342,10/21/2022 8:01:36 PM,10/21/2022 7:00:00 PM,10/21/2022 7:29:00 PM,Friday,6,4,401,1145 RALPH D ABERNATHY BLVD SW,Department/ Discount/ Store,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.425517,33.739069,West End,T,4,Part I,,a5856bef-a0e6-4a2d-b57a-06251402b3ac,-84.425517,33.739069
72220,222910748,10/18/2022 6:28:55 PM,10/18/2022 2:45:00 PM,10/18/2022 3:00:00 PM,Tuesday,3,5,507,21 LARKIN PL SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.404408,33.74733,Castleberry Hill,M,4,Part I,1,454a9e3f-1f32-42e8-a94c-8663815df637,-84.404408,33.74733
72221,222910910,10/18/2022 6:39:36 PM,10/3/2022 6:00:00 AM,10/7/2022 1:30:00 AM,Monday,2,1,113,1228 JAMES JACKSON PKWY NW,Construction Site,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.474491,33.794721,Lincoln Homes,G,9,Part I,,51494c2c-9a26-44bf-8810-2851dcdf518e,-84.4744909999999,33.794721
72222,222911052,10/18/2022 8:07:46 PM,10/18/2022 5:45:00 PM,10/18/2022 8:07:00 PM,Tuesday,3,1,104,1045 ASHBY GRV SW,Residence/ Home / Apartment / Condo,520,Weapon Law Violations,SOCIETY,Y,,,Day Watch,-84.422058,33.750073,Ashview Heights,T,4,Part II,,28955b9f-e4c7-4295-a422-87b642fdb98e,-84.4220579999999,33.750073
72223,222911157,10/18/2022 9:02:35 PM,10/18/2022 7:30:00 PM,10/18/2022 10:38:00 PM,Tuesday,3,4,405,2640 MARTIN L KING JR DR SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.474129,33.753753,Harland Terrace,I,10,Part I,1,372344da-25f9-4cba-bd5f-e3def480f61f,-84.4741289999999,33.7537530000001
72224,222911225,10/18/2022 9:31:42 PM,10/18/2022 7:31:00 PM,10/18/2022 8:20:00 PM,Tuesday,3,5,503,120 10TH ST NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.38322,33.78184,Midtown,E,2,Part II,,29dac22d-d61a-4cbb-8be7-2df8ab805abd,-84.3832199999999,33.78184
72225,222911249,10/24/2022 4:59:16 PM,10/18/2022 7:44:00 PM,10/18/2022 7:44:00 PM,Tuesday,3,4,413,3810 CAMPBELLTON RD SW,Hotel/ Motel/ Etc.,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.513463,33.69025,,P,11,Part II,,3b411fa0-5c7f-4eb3-88ae-ac10fbb0344f,-84.5134629999999,33.69025
72226,222911299,10/18/2022 9:39:25 PM,10/18/2022 8:58:00 PM,10/18/2022 9:58:00 PM,Tuesday,3,1,110,921 WESTMORELAND CIR NW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.449567,33.790096,West Highlands,G,9,Part II,1,35016ea1-dad2-4259-a694-17e95e88564c,-84.4495669999999,33.7900960000001
72227,222911323,10/18/2022 8:45:24 PM,10/18/2022 8:16:00 PM,10/18/2022 8:45:00 PM,Tuesday,3,2,210,2600 LENOX RD NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.352706,33.825134,Pine Hills,B,6,Part II,,041abe36-cad9-46dc-80bd-bbe9805f586d,-84.352706,33.825134
72228,222911331,10/18/2022 9:43:28 PM,10/18/2022 8:18:00 PM,10/18/2022 8:22:00 PM,Tuesday,3,3,310,2132 BURROUGHS AVE SE,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Evening Watch,-84.370943,33.695965,Lakewood,Z,1,Part I,2,d0d128f5-8088-45e9-befa-1d335ef675c9,-84.370943,33.6959650000001
72229,222911381,10/18/2022 10:02:40 PM,10/18/2022 8:39:00 PM,10/18/2022 10:02:00 PM,Tuesday,3,0,Out of Jurisdiction,"CLEVELAND AVE & NORMAN BERRY DR
EAST POINT, GA 30344
UNITED STATES",Highway/ Road/ Alley/ Street/ Sidewalk,280,Stolen Property Offenses,PROPERTY,N,,,Evening Watch,-84.43031,33.67996,,,,Part II,1,29928ecf-19c6-4df4-bddf-bb49564d0cdf,-84.43031,33.6799600000001
72230,222911436,10/18/2022 10:22:37 PM,10/17/2022 9:45:00 PM,10/17/2022 10:00:00 PM,Monday,2,6,614,650 PONCE DE LEON AVE NE,Department/ Discount/ Store,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.36584,33.775198,Midtown,E,6,Part I,,3a428043-31a2-41cf-9565-d56d8a0fa3ef,-84.3658399999999,33.775198
