OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
72231,222911490,10/22/2022 5:59:56 PM,10/18/2022 9:22:00 PM,10/18/2022 9:22:00 PM,Tuesday,3,2,210,3393 PEACHTREE RD NE,Shopping Mall,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.362119,33.84676,Lenox,B,7,Part I,,4d0a0bb0-a819-4858-9eaa-5443cb6f3db6,-84.362119,33.8467600000001
72232,222911549,10/18/2022 10:51:57 PM,10/17/2022 4:00:00 PM,10/18/2022 9:00:00 PM,Monday,2,2,209,480 WHITTINGTON CT NE,Other/Unknown,220,Burglary/Breaking & Entering,PROPERTY,N,,,Day Watch,-84.371846,33.862526,North Buckhead,B,7,Part I,1,339a2045-2194-4a50-a620-2b539ebec269,-84.3718459999999,33.8625260000001
72233,222911599,10/18/2022 11:15:20 PM,10/18/2022 10:06:00 PM,10/18/2022 11:15:00 PM,Tuesday,3,1,102,JAMES P BRAWLEY DR NW / MARTIN L KING JR DR NW,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.412767,33.754689,Atlanta University Center,T,4,Part II,,509653f6-99eb-43c9-adcf-c35dc308589c,-84.412767,33.754689
72234,222911874,10/19/2022 1:37:15 AM,10/18/2022 11:30:00 PM,10/19/2022 12:00:00 AM,Tuesday,3,6,608,351 MORELAND AVE NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.348728,33.763928,Candler Park,N,2,Part I,2,a34e476e-1e6d-4c35-9b86-b4db7e7e318a,-84.3487279999999,33.7639280000001
72235,222915016,10/18/2022 10:32:51 AM,6/24/2019 5:20:00 AM,7/15/2019 3:20:00 PM,Monday,2,6,604,415 MCGILL PARK AVE NE,Residence/ Home / Apartment / Condo,26C,Impersonation,PROPERTY,N,,,Morning Watch,-84.376508,33.762385,Old Fourth Ward,M,5,Part II,1,04bf0df4-6a1e-4a0a-9f9a-26f50b792e7c,-84.3765079999999,33.7623850000001
72236,222915053,10/18/2022 2:33:42 PM,10/17/2022 11:00:00 PM,10/18/2022 10:15:00 AM,Monday,2,5,508,300 TED TURNER DR NW,Hotel/ Motel/ Etc.,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.389616,33.762622,Downtown,M,2,Part II,,c9850be3-0ea3-4e89-8d3a-68fd3b3375d5,-84.389616,33.7626220000001
72237,222915059,10/18/2022 3:33:09 PM,10/15/2022 10:40:00 AM,10/15/2022 10:50:00 AM,Saturday,7,5,501,1380 ATLANTIC DR NW,Highway/ Road/ Alley/ Street/ Sidewalk,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Day Watch,-84.39793,33.792836,Atlantic Station,E,3,Part II,1,1736178d-9f76-4db0-8a7f-5eec80ba808b,-84.39793,33.7928360000001
72238,222918025,10/18/2022 1:13:15 PM,4/1/2022 7:10:00 PM,4/1/2022 7:11:00 PM,Friday,6,7,707,4340 GLOBAL GATEWAY CONN,Other/Unknown,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.468074,33.638991,,,,Part II,,dbf8b6c4-cae6-45df-905f-7de02f1f66ec,-84.4680739999999,33.638991
72239,222920051,10/19/2022 6:49:29 AM,10/19/2022 4:37:00 AM,10/19/2022 5:06:00 AM,Wednesday,4,2,207,1777 PEACHTREE ST NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.392997,33.803474,Brookwood Hills,E,6,Part II,3,75c86078-eb62-4d0d-82bc-b3955c9c8996,-84.392997,33.8034740000001
72240,222920103,10/19/2022 7:31:33 AM,10/19/2022 5:05:00 AM,10/19/2022 5:15:00 AM,Wednesday,4,6,606,I-20 W & BILL KENNEDY WAY SE,Highway/ Road/ Alley/ Street/ Sidewalk,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.35821,33.74365,Reynoldstown,N,5,Part II,1,6920c1c4-58d8-48e7-988d-befa66abf3d9,-84.35821,33.7436500000001
72241,222920184,10/19/2022 9:08:22 AM,10/15/2022 4:05:00 AM,10/19/2022 6:30:00 AM,Saturday,7,4,407,92 HOWELL DR SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.503153,33.755716,Adamsville,H,10,Part I,1,bfd49f29-3242-4304-9183-4132bc5c4a18,-84.5031529999999,33.7557160000001
72242,222920463,10/19/2022 3:00:17 PM,10/19/2022 12:00:00 AM,10/19/2022 8:00:00 AM,Tuesday,3,4,406,3200 CUSHMAN CIR SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.492676,33.748968,,I,10,Part I,,dd9ab49a-c65d-4daf-bd47-45b7ed6279c3,-84.492676,33.748968
72243,222920476,10/19/2022 10:58:25 PM,10/19/2022 12:47:00 PM,10/19/2022 9:45:00 PM,Wednesday,4,5,509,396 PIEDMONT AVE NE,Residence/ Home / Apartment / Condo,35A,Drug/Narcotic Violations,SOCIETY,N,,,Day Watch,-84.38261,33.764937,Downtown,M,2,Part II,,9aa2c106-7ba3-40b3-912e-0b911b882916,-84.3826099999999,33.764937
72244,222920692,10/21/2022 3:46:56 PM,10/18/2022 4:00:00 AM,10/18/2022 4:00:00 AM,Tuesday,3,5,505,75 5TH ST NW,Commercial/ Office Building,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.389123,33.77719,Midtown,E,2,Part I,1,07f99cbb-2aaa-4eec-b6e3-53ae0bbf1275,-84.389123,33.7771900000001
72245,222920769,10/19/2022 5:19:24 PM,10/18/2022 10:00:00 AM,10/18/2022 10:00:00 AM,Tuesday,3,2,210,3475 LENOX RD NE,Restaurant,26E,Wire Fraud,PROPERTY,N,,,Day Watch,-84.360563,33.849222,Lenox,B,7,Part II,,47bce98b-596d-4d0c-97d7-3594ce5f1808,-84.360563,33.8492220000001
72246,222920771,10/19/2022 5:23:12 PM,6/1/2022 4:00:00 PM,10/19/2022 4:00:00 PM,Wednesday,4,2,209,3788 ROSWELL RD NE,Department/ Discount/ Store,270,Embezzlement,PROPERTY,N,,,Day Watch,-84.381453,33.858023,East Chastain Park,B,8,Part II,,95db3139-8ae7-40df-bf7d-78309fbcc1a2,-84.381453,33.8580230000001
72247,222920812,10/19/2022 5:03:25 PM,10/8/2022 1:00:00 AM,10/8/2022 2:00:00 PM,Friday,6,6,610,71 WYMAN ST SE,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Evening Watch,-84.333424,33.75133,Kirkwood,O,5,Part I,,edbf9e34-df04-4734-ae2c-f6d68697a8d3,-84.333424,33.7513300000001
72248,222920815,10/19/2022 5:25:48 PM,10/4/2022 9:19:00 PM,10/4/2022 9:20:00 PM,Tuesday,3,4,411,3030 HEADLAND DR SW,Convenience Store,26D,Welfare Fraud,PROPERTY,N,,,Evening Watch,-84.487348,33.688579,Greenbriar,R,11,Part II,,67021849-e157-4f8f-86b2-ae57f0d272b3,-84.4873479999999,33.6885790000001
72249,222920950,10/19/2022 9:30:31 PM,10/19/2022 5:48:00 PM,10/19/2022 6:00:00 PM,Wednesday,4,1,106,575 CHAPPELL RD NW,Service/ Gas Station,23C,Shoplifting,PROPERTY,N,,,Day Watch,-84.433543,33.771029,Bankhead,K,9,Part I,,7696a1ed-b32c-4051-ae2c-5e13e63b06c2,-84.433543,33.7710290000001
72250,222920962,10/19/2022 7:51:57 PM,10/19/2022 6:00:00 AM,10/19/2022 12:30:00 PM,Wednesday,4,4,413,3730 CAMPBELLTON RD SW,Commercial/ Office Building,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.51052,33.690337,,P,11,Part I,1,141b374b-8732-4a0b-8cb3-aec1846a5509,-84.51052,33.6903370000001
72251,222920965,10/19/2022 6:57:35 PM,10/19/2022 4:50:00 PM,10/19/2022 5:10:00 PM,Wednesday,4,2,210,3393 PEACHTREE RD NE,Restaurant,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.363763,33.846147,Lenox,B,7,Part I,1,abea115f-02b9-4850-b120-63f0cf7b430e,-84.3637629999999,33.846147
72252,222921077,10/19/2022 10:59:45 PM,10/19/2022 6:59:00 PM,10/19/2022 11:00:00 PM,Wednesday,4,3,311,2784 7TH ST SW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.402979,33.678964,Hammond Park,X,12,Part II,1,f3d9f4b4-92e4-4160-b384-3c87d2521ecb,-84.402979,33.6789640000001
72253,222921097,10/19/2022 7:32:40 PM,10/14/2022 4:00:00 AM,,Friday,6,5,503,1075 PEACHTREE WALK NE,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.38668,33.783993,Midtown,E,2,Part I,,753d14d0-0c7c-42d7-8c5a-9d7004ece6f7,-84.38668,33.7839930000001
72254,222921402,10/19/2022 11:43:55 PM,10/19/2022 9:37:00 PM,10/19/2022 9:45:00 PM,Wednesday,4,3,310,211 CLEVELAND AVE SW,Restaurant,35A,Drug/Narcotic Violations,SOCIETY,Y,,,Evening Watch,-84.395846,33.68144,Browns Mill Park,Z,12,Part II,,f2af41c0-0419-415f-8f5e-40358fe2d305,-84.3958459999999,33.6814400000001
72255,222921402,10/19/2022 11:43:55 PM,10/19/2022 9:37:00 PM,10/19/2022 9:45:00 PM,Wednesday,4,3,310,211 CLEVELAND AVE SW,Restaurant,520,Weapon Law Violations,SOCIETY,Y,,,Evening Watch,-84.395846,33.68144,Browns Mill Park,Z,12,Part II,,27cdbdfb-521e-4896-9728-d46beb584478,-84.3958459999999,33.6814400000001
72256,222921404,10/19/2022 10:10:37 PM,10/19/2022 9:37:00 PM,10/19/2022 10:00:00 PM,Wednesday,4,5,509,100 PINE ST NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.383983,33.767519,Downtown,M,2,Part II,,d811462f-95c3-4c1d-85fa-782a2909ecb7,-84.3839829999999,33.767519
72257,222921406,10/19/2022 10:55:57 PM,10/19/2022 9:33:00 PM,10/19/2022 11:02:00 PM,Wednesday,4,5,507,226 NORTHSIDE DR SW,Highway/ Road/ Alley/ Street/ Sidewalk,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.404942,33.748069,Castleberry Hill,M,4,Part II,1,8b2ef045-fabd-47df-bf8d-b29bd01e4538,-84.4049419999999,33.748069
72258,222921702,10/20/2022 5:26:58 AM,10/20/2022 12:18:00 AM,10/20/2022 12:18:00 AM,Wednesday,4,1,109,850 OAK ST NW,Shopping Mall,35A,Drug/Narcotic Violations,SOCIETY,Y,,,Evening Watch,-84.463363,33.778289,Center Hill,J,9,Part II,,99197156-7e9b-49f0-b7a6-cb80c43dbf7a,-84.463363,33.778289
72259,222921887,10/20/2022 5:31:18 AM,10/17/2022 9:30:00 PM,10/19/2022 10:00:00 PM,Monday,2,2,210,3703 PEACHTREE RD NE,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Evening Watch,-84.352819,33.854858,Ridgedale Park,B,7,Part I,1,2a6ba1e2-3f5e-42a5-87a7-3d14b7fc55a4,-84.352819,33.854858
72260,222921929,10/20/2022 4:39:28 AM,10/20/2022 3:15:00 AM,10/20/2022 4:01:00 AM,Wednesday,4,5,508,300 TED TURNER DR NW,Hotel/ Motel/ Etc.,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.389627,33.762634,Downtown,M,2,Part I,1,3e0292b0-99e3-4745-b186-f25428320776,-84.389627,33.762634
72261,222921939,10/20/2022 7:08:42 AM,10/20/2022 2:47:00 AM,10/20/2022 6:40:00 AM,Wednesday,4,5,508,300 PEACHTREE ST NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.387202,33.762872,Downtown,M,2,Part I,1,52b2a9fe-1773-459b-819e-7afdde29a4bc,-84.3872019999999,33.7628720000001
72262,222921956,10/20/2022 11:10:27 AM,10/19/2022 9:43:00 PM,10/20/2022 3:31:00 AM,Wednesday,4,5,504,935 MARIETTA ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.408855,33.778168,Marietta Street Artery,E,3,Part I,2,6a8bbeb0-4825-4799-9d59-59a23c2ef788,-84.408855,33.7781680000001
72263,222925043,10/19/2022 3:23:13 PM,10/18/2022 6:15:00 PM,10/18/2022 6:15:00 PM,Tuesday,3,2,209,4091 CLUB DR NE,Residence/ Home / Apartment / Condo,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.355141,33.867965,Brookhaven,B,7,Part II,1,232b0143-fb33-41d0-9f29-b6fd7c68b9f9,-84.3551409999999,33.867965
72264,222925044,10/19/2022 3:32:49 PM,9/22/2022 6:30:00 PM,9/22/2022 6:30:00 PM,Thursday,5,2,205,1950 HOWELL MILL RD NW,Bank - Savings and Loan,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.413094,33.807974,Wildwood (NPU-C),C,8,Part II,,9b9127cb-6340-4e66-9a36-c7b039f2ae35,-84.4130939999999,33.8079740000001
72265,222925048,10/19/2022 3:42:47 PM,10/19/2022 1:50:00 PM,10/19/2022 1:50:00 PM,Wednesday,4,2,210,3393 PEACHTREE RD NE,Shopping Mall,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.363763,33.846147,Lenox,B,7,Part II,1,a5a7783b-f96c-4699-9bad-fb4bcdeccc7f,-84.3637629999999,33.846147
72266,222925050,10/19/2022 5:22:52 PM,5/25/2022 3:30:00 PM,10/19/2022 3:30:00 PM,Wednesday,4,2,209,600 PHIPPS BLVD NE,Auto Dealership New/Used,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.365517,33.853226,North Buckhead,B,7,Part II,1,32fc4eee-ca0c-4cc6-b8eb-8b755aea0bbe,-84.365517,33.8532260000001
72267,222925052,10/19/2022 5:23:03 PM,10/18/2022 1:37:00 PM,10/18/2022 1:38:00 PM,Tuesday,3,2,208,3333 PIEDMONT RD NE,Commercial/ Office Building,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.371894,33.846045,North Buckhead,B,7,Part II,,be28abb8-bc94-4729-b48d-8254f5abcc54,-84.3718939999999,33.8460450000001
72268,222930153,10/20/2022 7:47:09 AM,10/20/2022 5:50:00 AM,10/20/2022 5:53:00 AM,Thursday,5,6,603,420 BOULEVARD NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.372046,33.765845,Old Fourth Ward,M,2,Part II,1,c799e964-f750-4b7b-ae14-f6f386bead4e,-84.372046,33.7658450000001
72269,222930284,10/20/2022 11:28:09 AM,10/20/2022 9:45:00 AM,10/20/2022 9:55:00 AM,Thursday,5,6,607,1111 MORELAND AVE SE,Service/ Gas Station,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.349708,33.724502,Ormewood Park,W,1,Part I,1,1674e831-a3a4-4f3b-a560-e25d11a36bd1,-84.349708,33.724502
72270,222930296,10/20/2022 12:36:39 PM,10/20/2022 8:00:00 AM,10/20/2022 8:30:00 AM,Thursday,5,3,306,2100 METROPOLITAN PKWY SW,Convenience Store,220,Burglary/Breaking & Entering,PROPERTY,N,,,Morning Watch,-84.40768,33.697004,Sylvan Hills,X,12,Part I,1,9d58e902-0783-4f6f-b28a-61c84296e4d8,-84.40768,33.697004
72271,222930450,10/20/2022 1:38:51 PM,10/20/2022 11:00:00 AM,10/20/2022 1:15:00 PM,Thursday,5,5,506,500 GRAY ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.401766,33.767122,English Avenue,L,3,Part I,2,dc545366-4eb0-4559-b496-45fe5c603bad,-84.401766,33.767122
72272,222930594,10/20/2022 2:39:56 PM,,,Thursday,5,2,206,575 PHARR RD NE,Other/Unknown,26C,Impersonation,PROPERTY,N,,,Morning Watch,-84.369087,33.836474,Garden Hills,B,7,Part II,1,f79f800c-3cac-4bfd-8515-35fb2b2acee5,-84.369087,33.8364740000001
72273,222930641,10/20/2022 5:15:45 PM,10/17/2022 8:00:00 PM,10/17/2022 9:00:00 PM,Monday,2,2,207,464 BISHOP ST NW,Residence/ Home / Apartment / Condo,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.403196,33.792489,Loring Heights,E,8,Part II,1,40c742c6-735f-4cc9-9b27-1a208dc6399c,-84.403196,33.792489
72274,222930663,10/20/2022 3:30:49 PM,10/20/2022 2:00:00 AM,10/20/2022 1:09:00 PM,Wednesday,4,1,103,1133 HUFF RD NW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.425173,33.789115,Blandtown,D,9,Part I,4,57e733d5-0bd5-415e-bcaf-10ae1e4eb7e3,-84.425173,33.789115
72275,222930677,10/20/2022 5:50:22 PM,10/20/2022 2:30:00 PM,10/20/2022 2:33:00 PM,Thursday,5,3,301,806 MURPHY AVE SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.41204,33.733345,Adair Park,V,12,Part I,,ef8c4d3f-1cb6-424b-ab8c-a1d2eb62e1e6,-84.41204,33.733345
72276,222930769,10/20/2022 4:53:54 PM,10/20/2022 4:40:00 AM,10/20/2022 3:38:00 PM,Thursday,5,4,408,1631 STANTON RD SW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Morning Watch,-84.444386,33.710398,,R,12,Part I,1,5ce8070f-8bba-47a6-8358-af5694ff2648,-84.444386,33.7103980000001
72277,222930910,10/20/2022 6:01:22 PM,10/18/2022 12:00:00 AM,10/18/2022 1:00:00 PM,Monday,2,4,402,1039 WHITE OAK AVE SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.421769,33.724859,Oakland City,S,4,Part I,1,c7a51d54-ab47-40da-b843-83239e4d64ef,-84.421769,33.724859
72278,222930944,10/20/2022 6:56:52 PM,10/5/2022 9:26:00 PM,10/20/2022 9:26:00 PM,Wednesday,4,6,609,1225 CAROLINE ST NE,Grocery/ Supermarket,250,Counterfeiting/Forgery,PROPERTY,N,,,Evening Watch,-84.348131,33.755985,Edgewood,O,5,Part II,,bf31d111-fde2-4f48-872b-f445efc0d53f,-84.348131,33.7559850000001
72279,222931016,10/20/2022 8:16:45 PM,10/20/2022 6:22:00 PM,10/20/2022 8:00:00 PM,Thursday,5,4,410,1935 ALISON CT SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.451018,33.700335,Fort Valley,R,11,Part II,1,2260f0a5-7a72-48a2-a47f-352786cd70cf,-84.451018,33.7003350000001
72280,222931043,10/20/2022 8:32:43 PM,10/20/2022 6:34:00 PM,10/20/2022 8:33:00 PM,Thursday,5,6,604,195 RANDOLPH ST NE,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.367407,33.759661,Old Fourth Ward,M,2,Part I,1,79546425-5057-423a-9574-c44c81848f4f,-84.367407,33.7596610000001
72281,222931207,10/20/2022 9:09:17 PM,10/20/2022 8:12:00 PM,10/20/2022 8:30:00 PM,Thursday,5,4,405,2324 MARTIN L KING JR DR SW,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.466999,33.751531,Florida Heights,I,10,Part II,,597ab488-9644-4cc3-8814-c376e84626ca,-84.466999,33.7515310000001
72282,222931378,10/20/2022 10:53:13 PM,10/19/2022 4:00:00 AM,10/20/2022 9:22:00 PM,Wednesday,4,1,108,1851 PENELOPE RD NW,Residence/ Home / Apartment / Condo,26F,Identity Theft,PROPERTY,N,,,Morning Watch,-84.447743,33.754082,Penelope Neighbors,J,3,Part II,1,aa745392-913b-47ce-a074-b1185c47081c,-84.4477429999999,33.754082
72283,222931520,10/20/2022 11:27:48 PM,10/19/2022 8:30:00 PM,10/20/2022 1:15:00 AM,Wednesday,4,5,509,36 JOHN PORTMAN BLVD NE,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.385126,33.760893,Downtown,M,5,Part II,1,308b944b-e655-4361-a5c3-01fee8e8da89,-84.385126,33.7608930000001
72284,222931535,10/20/2022 11:04:42 PM,10/20/2022 10:28:00 PM,10/20/2022 10:38:00 PM,Thursday,5,5,506,528 LINDSAY ST NW,Other/Unknown,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.416553,33.769193,English Avenue,L,3,Part II,,6e71a28f-8b5f-4d34-a3d4-eec07a4433d8,-84.416553,33.769193
72285,222931575,10/20/2022 11:12:37 PM,10/20/2022 8:00:00 PM,10/20/2022 8:45:00 PM,Thursday,5,2,210,3393 PEACHTREE RD NE,Department/ Discount/ Store,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Evening Watch,-84.362119,33.84676,Lenox,B,7,Part II,1,8b438667-702f-4168-85c4-c7697e467111,-84.362119,33.8467600000001
72286,222931591,10/20/2022 10:56:58 PM,10/18/2022 12:00:00 AM,10/18/2022 12:30:00 AM,Monday,2,2,204,1678 HOWELL MILL RD NW,Parking/ Drop Lot/ Garage,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Evening Watch,-84.427012,33.800772,Blandtown,D,9,Part II,1,3f9a952b-b5a9-4ff4-b9b7-1ec64fdda27a,-84.427012,33.8007720000001
72287,222931687,10/21/2022 12:10:49 AM,10/20/2022 11:38:00 PM,10/20/2022 11:45:00 PM,Thursday,5,3,305,204 MOURY AVE SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.392565,33.715638,The Villages at Carver,Y,1,Part I,1,4dabd573-6727-4778-9678-0a3d96769453,-84.392565,33.7156380000001
72288,222931760,10/21/2022 1:06:43 AM,10/20/2022 10:14:00 PM,10/20/2022 10:30:00 PM,Thursday,5,5,509,225 PEACHTREE ST NE,Highway/ Road/ Alley/ Street/ Sidewalk,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.387025,33.760161,Downtown,M,2,Part I,2,749a6ae1-5e39-48a5-86dc-954252075b55,-84.3870249999999,33.760161
72289,222931831,10/21/2022 3:33:36 AM,10/21/2022 12:48:00 AM,10/21/2022 1:30:00 AM,Thursday,5,3,305,228 MCDONOUGH BLVD SE,Convenience Store,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.380824,33.717645,South Atlanta,Y,1,Part II,,0ce98474-b4fd-4caa-9194-d6061310c2d8,-84.380824,33.7176450000001
72290,222931843,10/21/2022 1:21:31 AM,10/21/2022 12:55:00 AM,10/21/2022 1:21:00 AM,Thursday,5,6,607,820 MCDONOUGH BLVD SE,Highway/ Road/ Alley/ Street/ Sidewalk,35B,Drug Equipment Violations,SOCIETY,N,,,Evening Watch,-84.359429,33.709375,Custer/McDonough/Guice,W,1,Part II,,33c34fc3-637c-4a59-bbb2-15529b275949,-84.359429,33.7093750000001
72291,222931898,10/21/2022 1:40:52 AM,10/21/2022 1:38:00 AM,10/21/2022 1:38:00 AM,Thursday,5,5,506,507 JOSEPH E LOWERY BLVD NW,Other/Unknown,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.417097,33.768576,English Avenue,L,3,Part II,,76e701fc-4e53-401c-af57-dc0e9afa9e29,-84.417097,33.7685760000001
72292,222931941,10/22/2022 4:59:35 AM,10/20/2022 10:10:00 PM,10/21/2022 3:15:00 AM,Thursday,5,1,103,1600 ELLSWORTH INDUSTRIAL BLVD NW,Government/ Public Building,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.427933,33.798633,Blandtown,D,9,Part I,2,9f6a6074-b678-4972-bc2f-f811fa044ecb,-84.4279329999999,33.7986330000001
72293,222932064,10/21/2022 5:27:05 AM,10/21/2022 1:20:00 AM,10/21/2022 4:00:00 AM,Thursday,5,6,601,1025 LOS ANGELES AVE NE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.353654,33.783225,Virginia Highland,F,6,Part I,3,b0dae5c6-c4e1-414b-a0df-cfb29cf958ca,-84.3536539999999,33.7832250000001
72294,222935006,10/20/2022 10:52:33 AM,10/17/2022 1:30:00 PM,10/17/2022 9:00:00 PM,Monday,2,5,509,225 PEACHTREE ST NE,Commercial/ Office Building,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Day Watch,-84.387067,33.760162,Downtown,M,2,Part II,1,f880f833-6796-46d8-bc66-fded921f1015,-84.3870669999999,33.760162
72295,222940044,10/21/2022 5:43:05 AM,10/21/2022 3:00:00 AM,10/21/2022 4:40:00 AM,Thursday,5,6,601,PONCE DE LEON PL NE / MAIDEN LN NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.363681,33.774577,Virginia Highland,F,6,Part I,2,c4d018ca-b22b-490e-9536-9f1f77b9caa4,-84.363681,33.7745770000001
72296,222940077,10/21/2022 6:26:47 AM,10/21/2022 1:45:00 AM,10/21/2022 5:13:00 AM,Thursday,5,6,612,529 FLAT SHOALS AVE SE,Parking/ Drop Lot/ Garage,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.345111,33.739769,East Atlanta,W,5,Part II,1,42df7612-9761-4882-a157-7f0baa7b7b50,-84.345111,33.739769
72297,222940114,10/21/2022 5:52:04 AM,10/21/2022 1:42:00 AM,10/22/2022 3:28:00 AM,Thursday,5,5,509,450 PIEDMONT AVE NE,Highway/ Road/ Alley/ Street/ Sidewalk,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.382415,33.766542,Downtown,M,2,Part I,1,c2274a67-b66c-4807-aa3a-7e121e5543b9,-84.382415,33.7665420000001
72298,222940247,10/21/2022 9:03:00 AM,10/21/2022 4:20:00 AM,10/21/2022 4:30:00 AM,Friday,6,2,207,706 HOLMES ST NW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.411665,33.799254,Berkeley Park,D,9,Part II,1,e87f9132-570f-41d8-bb92-5e4ab15cdd53,-84.411665,33.7992540000001
72299,222940434,10/21/2022 1:29:36 PM,10/21/2022 6:00:00 AM,10/21/2022 6:20:00 AM,Friday,6,1,103,903 HUFF RD NW,Parking/ Drop Lot/ Garage,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.417584,33.789286,Blandtown,D,9,Part I,1,209757a1-6a0a-4f93-9f1a-3d36d16f6a79,-84.417584,33.7892860000001
72300,222940586,10/21/2022 1:14:41 PM,10/21/2022 12:32:00 PM,,Friday,6,3,313,875 CONLEY RD SE,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.3613,33.649598,South River Gardens,Z,12,Part I,1,a8515ae7-f26b-4e69-ba23-05ee4aaa1674,-84.3613,33.649598
